attribution,author_profile,authors,category,chapter,class-lesson,class-order,comments,course,dateCreated,description,difficulty,estimated-time,excerpt,header1,lang-lib,layout,modified,module,module-description,module-nav-title,module-title,module-type,nav-title,odule-type,order,output,overview-order,permalink,prerequisites,redirect_from,sidebar,tags,title,topics,week,week-landing
,False,,courses,,,,False,earth-analytics-python,,"""notice--info"" markdown=""1"">

## <i class=""fa fa-ship"" aria-hidden=""true""></i> Welcome to Week {{ page.week }}!

Welcome to week {{ page.week }} of Earth Analytics! This week you will learn how to 
work with MODIS data in HDF4 (hierarchical data format). You will add to the assignment that you
started last week by processing MODIS data to calculate vegetation burn indices which 
can be used to quantify pre vs post fire impacts on vegetation.  

{% include/data_subsets/course_earth_analytics/_data-cold-springs-fire.md %}",,,,,,single,2020-04-01,,,,,session,,,,,,/courses/earth-analytics-python/hdf4-remote-sensing-modis/,none,,"{""nav"": null}",,Work with MODIS HDF4 Data in Open Source Python,,10,10
,False,"['Leah Wasser', 'Jenny Palomino']",['courses'],,['social-media-python'],,True,intermediate-earth-data-science-textbook,,"'notice--success' markdown=""1"">

## <i class=""fa fa-graduation-cap"" aria-hidden=""true""></i> Learning Objectives

After completing this tutorial, you will be able to:

* Learn how to process a `JSON` file with twitter data in Python

## <i class=""fa fa-check-square-o fa-2"" aria-hidden=""true""></i> What You Need

You will need a computer with internet access to complete this lesson.",,,In this lesson you will learn how to parse a JSON file containing twitter data to better understand the 2013 Colorado Floods using Open Source Python tools.,,,single,2020-09-11,,,,,,CO Flood Tweets JSON,,6,,,/courses/use-data-open-source-python/intro-to-apis/json-colorado-flood-twitter-data/,You will need a computer with internet access to complete this lesson.,['/courses/earth-analytics-python/using-apis-natural-language-processing-twitter/analyze-tweet-sentiments-in-python/'],"{""nav"": null}",,Use Twitter Data to Explore the 2013 Colorado Flood Using Open Source Python,"{""find-and-manage-data"": [""apis""]}",7,
,False,"['Leah Wasser', 'Nathan Korinek']",['courses'],5,['spatial-data-formats'],2,True,intro-to-earth-data-science-textbook,2019-08-29,"'notice--success' markdown=""1"">

## <i class=""fa fa-ship"" aria-hidden=""true""></i> Chapter Five - Spatial Data Formats for Earth Data Science

In this chapter, you will learn about the two primary spatial data formats that are useful for earth data science, vector and raster. 

After completing this chapter, you will be able to:

* Open spatial data in **Python**, including shapefiles using **Geopandas** - `gpd.read_file()` and raster data using **Rasterio** in **Python**.
* Plot spatial data in **Python**, including shapfiles using **Geopandas** - `gpd.plot()`and raster data using **EarthPy**.
* Describe the characteristics of 3 key vector data structures: points, lines and polygons.


## <i class=""fa fa-check-square-o fa-2"" aria-hidden=""true""></i> What You Need

Be sure that you have completed the previous chapter on <a href=""{{ site.url }}/courses/intro-to-earth-data-science/file-formats/use-text-files/"">text file formats</a>.",,,Two of the major spatial data formats used in earth data science are vector and raster data. Learn about these two common spatial data formats for earth data science workflows in this chapter.,,,single,2020-09-23,,"There are two primary spatial data formats that are useful for earth data science, vector and raster. Learn about these two common spatial data formats for earth data science workflows.",Spatial Data Formats,Spatial Data Formats for Earth Data Science,class,Intro to Spatial Data Formats,,1,,,/courses/intro-to-earth-data-science/file-formats/use-spatial-data/,"Be sure that you have completed the previous chapter on <a href=""{{ site.url }}/courses/intro-to-earth-data-science/file-formats/use-text-files/"">text file formats</a>.",,"{""nav"": null}",,Spatial Data Formats for Earth Data Science,"{""spatial-data-and-gis"": [""raster-data"", ""vector-data""]}",2,
,False,"['Leah Wasser', 'Nathan Korinek']",['courses'],,['spatial-data-formats'],,True,intro-to-earth-data-science-textbook,2020-06-20,"'notice--success alert alert-info' markdown=""1"">

## <i class=""fa fa-ship"" aria-hidden=""true""></i> Fundamentals of Raster Data in Python 

In this lesson, you will learn fundamental concepts related to working with raster data in **Python**, including understanding the spatial attributes of raster data, how to open raster data, and how to visually plot the data. 


## <i class=""fa fa-graduation-cap"" aria-hidden=""true""></i> Learning Objectives

After completing this lesson, you will be able to:

* Open raster data using **Rioxarray** in **Python**.
* Be able to plot spatial raster data using **EarthPy** in **Python**.

## <i class=""fa fa-pencil-square-o"" aria-hidden=""true""></i> Suggested Readings 


Before starting this lesson, read the **What is a Raster** section of [this page](https://www.earthdatascience.org/courses/use-data-open-source-python/intro-raster-data-python/fundamentals-raster-data/) of the Earth Lab website to familiarize yourself with the concept of raster data.",,,Raster data is one of the two most common spatial data types. Learn to work with raster data for earth data science.,,,single,2021-09-16,,,,,class,Use Raster Data,,2,,,/courses/intro-to-earth-data-science/file-formats/use-spatial-data/use-raster-data/,none,,"{""nav"": null}",,Use Raster Data for Earth Data Science,"{""spatial-data-and-gis"": [""raster-data""]}",2,
,False,"['Leah Wasser', 'Nathan Korinek']",['courses'],,['spatial-data-formats'],,True,intro-to-earth-data-science-textbook,2020-06-20,"'notice--success alert alert-info' markdown=""1"">

## <i class=""fa fa-ship"" aria-hidden=""true""></i> Fundamentals of Vector Data in Python 

In this lesson, you will be introduced to the spatial vector data structure
and the shapefile file format (`.shp`). You will also learn how to open, explore and plot
vector data using the **Geopandas** package in **Python**.


## <i class=""fa fa-graduation-cap"" aria-hidden=""true""></i> Learning Objectives

After completing this lesson, you will be able to:

* Describe the characteristics of 3 key vector data structures: points, lines and polygons.
* Open a shapefile in **Python** using **Geopandas** - `gpd.read_file()`.
* Plot a shapfile in **Python** using **Geopandas** - `gpd.plot()`.


## Recommended Readings

This lesson is an introduction to working with spatial data. If you wish to dive more deeply
into working with spatial data, check out the intermediate earth data science textbook
<a href=""https://www.earthdatascience.org/courses/use-data-open-source-python/intro-vector-data-python/spatial-data-vector-shapefiles/"" target=""_blank"">chapter on 
spatial vector data.</a>",,,Vector data is one of the two most common spatial data types. Learn to work with vector data for earth data science.,,,single,2020-09-23,,,,,class,Use Vector Data,,3,,,/courses/intro-to-earth-data-science/file-formats/use-spatial-data/use-vector-data/,none,,"{""nav"": null}",,Introduction to Spatial Vector Data File Formats in Open Source Python,"{""spatial-data-and-gis"": [""vector-data""]}",2,
,False,"['Leah Wasser', 'Nathan Korinek']",['courses'],,['spatial-data-formats'],,True,intro-to-earth-data-science-textbook,2020-06-20,"""notice--warning alert alert-info"" markdown=""1"">

## <i class=""fa fa-pencil-square-o"" aria-hidden=""true""></i> Challenge 1: Open a Text File

Use the code below to download a `.csv` file containing data for the 
climbing formations in the Boulder, Colorado: 

`et.data.get_data(url=""https://opendata.arcgis.com/datasets/175425c25d8849b58feb89483ef02961_1.csv"")`

Once you have downloaded the data:

1. Read the data into **Python** as a **pandas** `DataFrame`. IMPORTANT: Name your dataframe object **boulder_climbing**.
2. View the pandas `DataFrame`. Look at the columns in the data. Find the `FormationType` column. Notice how it's categorically split between two different types of formations.",,,Complete these exercises to practice the skills you learned in the file formats chapters.,,,single,2020-09-11,,,,,class,File Formats Exercise,,4,,,/courses/intro-to-earth-data-science/file-formats/use-spatial-data/file-formats-exercise/,none,,"{""nav"": null}",,File Formats Exercise,"{""spatial-data-and-gis"": [""vector-data"", ""raster-data""]}",2,
,False,,courses,,,,False,scientists-guide-to-plotting-data-in-python-textbook,2020-01-10,"""notice--info"" markdown=""1"">

## <i class=""fa fa-ship"" aria-hidden=""true""></i> Section Three - Open Source Python Plotting Activities 


In section two of this textbook, you will test your skills with plotting different 
types of data using open source **Python**. 


## <i class=""fa fa-graduation-cap"" aria-hidden=""true""></i> Learning Objectives

After completing this section of the Scientist's Guide to Plotting Data in Python online textbook, you will be able to:

* Plot different types of data using open source python approaches.",,,,,,single,2020-07-21,,,,,session,,,,,,/courses/scientists-guide-to-plotting-data-in-python/plot-activities/,none,,"{""nav"": null}",,Python Plot Activities,,3,3
,False,['Leah Wasser'],['courses'],5,['plot-activities'],1,True,scientists-guide-to-plotting-data-in-python-textbook,2020-09-15,"'notice--success' markdown=""1"">

## <i class=""fa fa-ship"" aria-hidden=""true""></i> Chapter Five - Practice Your Plotting Skills

In this chapter, you will practice your skills creating different types of plots in **Python** using **earthpy**, **matplotlib**, and **folium**.",,,Practice your skills plotting time series data stored in Pandas Data Frames in Python.,,,single,2020-09-15,,This chapter provides a series of activities that allow you to practice your Python plotting skills using differen types of data.,Practice Plotting,Practice Your Python Plotting Skills,class,Plot Pandas Dataframes,,1,,,/courses/scientists-guide-to-plotting-data-in-python/plot-activities/plot-tabular-pandas-data-python/,none,,"{""nav"": null}",,Activity: Practice Plotting Tabular Data Using Matplotlib and Pandas in Open Source Python,"{""reproducible-science-and-programming"": null, ""data-exploration-and-analysis"": [""data-visualization""]}",3,
,False,"['Leah Wasser', 'Nathan Korinek']",['courses'],5,['plot-activities'],,True,scientists-guide-to-plotting-data-in-python-textbook,2020-02-26,"'notice--success' markdown=""1"">

## <i class=""fa fa-ship"" aria-hidden=""true""></i> Chapter Five - Practice Your Plotting Skills

In this chapter, you will practice your skills creating different types of plots in **Python** using **earthpy**, **matplotlib**, and **folium**.",,,Practice your skills plotting time series data stored in Pandas Data Frames in Python.,,,single,2020-09-15,,,,,,Plot Time Series Data,,2,,,/courses/scientists-guide-to-plotting-data-in-python/plot-activities/plot-time-series-data-python/,none,,"{""nav"": null}",,Activity: Plot Time Series Data Using Pandas in Open Source Python,"{""reproducible-science-and-programming"": null, ""data-exploration-and-analysis"": [""data-visualization""], ""spatial-data-and-gis"": [""raster-data"", ""vector-data""]}",3,
,False,"['Leah Wasser', 'Nathan Korinek']",['courses'],,['plot-activities'],,True,scientists-guide-to-plotting-data-in-python-textbook,2020-02-26,"'notice--success' markdown=""1"">

## <i class=""fa fa-graduation-cap"" aria-hidden=""true""></i> Learning Objectives

* Apply your skills in plotting spatial raster data using open source Python.",,,Practice your skills creating maps of raster and vector data using open source Python.,,,single,2022-01-21,,,,,,Practice Making Maps,,3,,,/courses/scientists-guide-to-plotting-data-in-python/plot-activities/practice-making-maps-python/,none,,"{""nav"": null}",,Activity: Plot Spatial Raster Data in Python,"{""reproducible-science-and-programming"": null, ""data-exploration-and-analysis"": [""data-visualization""], ""spatial-data-and-gis"": [""raster-data"", ""vector-data""]}",3,
